id,name,latitude,longitude
USC00111537,CHICAGO LOYOLA UNIV,42.0,-87.6667
USC00111542,CHICAGO MAYFAIR PUMP S,41.9667,-87.75
USC00111547,CHICAGO N BRA PUMP STN,41.9667,-87.7
USC00111550,CHICAGO NORTHERLY IS,41.8558,-87.6094
USC00111552,CHICAGO ROSELAND PUMP,41.7,-87.6333
USC00111557,CHICAGO RACINE PUMP,41.8167,-87.65
USC00111562,CHICAGO SAN DIST OFC,41.9,-87.6333
USC00111564,CHICAGO S WTR FILT PLT,41.75,-87.55
USC00111567,CHICAGO SPRINGFLD PUMP,41.9167,-87.7167
USC00111577,CHICAGO MIDWAY AP 3SW,41.7372,-87.7772
USC00111584,CHICAGO WB CITY 2,41.8833,-87.6333
USC00111648,CICERO,41.85,-87.7667
USC00112011,CRETE,41.4492,-87.6222
USC00112286,DES PLAINES 1 NW,42.05,-87.9167
USC00112470,DUPAGE AP,41.9058,-88.2556
USC00112763,ELK GROVE VILLAGE,42.0033,-88.0069
USC00112888,EVANSTON PUMP STN,42.0333,-87.6833
USC00113490,GLEN ELLYN 4S,41.8269,-88.0581
USC00114092,HIGHLAND PARK,42.25,-87.8
USC00114814,LA GRANGE,41.8,-87.8667
USC00114816,LA GRANGE,41.7953,-87.8708
USC00114890,LANSING 2S,41.5422,-87.5417
USC00115097,LISLE - MORTON ARBORETUM,41.8128,-88.0728
USC00115110,LITTLE RED SCHOOL HOUSE,41.7089,-87.8769
USC00115131,LOCKPORT L&D,41.5667,-88.0833
USC00115136,LOCKPORT PWR HOUSE,41.5667,-88.0833
USC00115158,LOMBARD,41.8833,-88.0333
USC00115314,MANHATTAN 5ENE,41.4589,-87.9106
USC00115763,MONEE,41.425,-87.7575
USC00115922,MT PROSPECT,42.0792,-87.9472
USC00116227,NORTHBROOK UNDER LAB,42.15,-87.8333
USC00116281,OAK BROOK 2W,41.8422,-87.9731
USC00116616,PARK FOREST WATER,41.4944,-87.6794
USC00116849,PLAINFIELD 3 NE,41.6386,-88.1881
USC00117457,ROMEOVILLE WFO,41.6042,-88.085
USC00117988,SKOKIE,42.0833,-87.7667
USC00117990,SKOKIE N S TREAT WKS,42.0167,-87.7167
USC00118278,STICKNEY W SIDE TREAT,41.8167,-87.75
USC00118324,STREAMWOOD,42.0256,-88.1783
USC00119221,WHEATON 3 SE,41.8128,-88.0728
USC00123213,GARY,41.6167,-87.3833
USC00123650,HAMMOND,41.5667,-87.5
USC00124008,HOBART 2 WNW,41.5422,-87.2881
USC00126542,OGDEN DUNES,41.6167,-87.1833
USC00129570,WHITING,41.65,-87.4833
USW00004838,CHICAGO PALWAUKEE AP,42.1208,-87.9047
USW00014810,PARK RIDGE,42.0169,-87.8333
USW00014819,CHICAGO MIDWAY AP,41.7842,-87.7553
USW00014834,JOLIET,41.55,-88.0833
USW00014855,GLENVIEW NAS,42.0833,-87.8333
USW00014881,FORT DEARBORN,41.8883,-87.6258
USW00014892,CHICAGO UNIV,41.7833,-87.6
USW00094846,CHICAGO OHARE INTL AP,41.9603,-87.9317
USW00094892,CHICAGO W CHICAGO DUPAGE AP,41.8964,-88.2511
